date,views,code,day_month
2021-11-05,34087213,de,11-05
2021-11-06,36614886,de,11-06
2021-11-07,39787373,de,11-07
2021-11-08,34288982,de,11-08
2021-11-09,33577821,de,11-09
2021-11-10,32900826,de,11-10
2021-11-11,33829085,de,11-11
2021-11-12,33704616,de,11-12
2021-11-13,33982620,de,11-13
2021-11-14,38077555,de,11-14
2021-11-15,34350497,de,11-15
2021-11-16,34903723,de,11-16
2021-11-17,34937546,de,11-17
2021-11-18,34450744,de,11-18
2021-11-19,32861653,de,11-19
2021-11-20,35248844,de,11-20
2021-11-21,40028293,de,11-21
2021-11-22,34556221,de,11-22
2021-11-23,34287977,de,11-23
2021-11-24,33044677,de,11-24
2021-11-25,32618726,de,11-25
2021-11-26,34107109,de,11-26
2021-11-27,35732158,de,11-27
2021-11-28,38347380,de,11-28
2021-11-29,35269079,de,11-29
2021-11-30,34478778,de,11-30
2021-12-01,33125265,de,12-01
2021-12-02,34426015,de,12-02
2021-12-03,34427168,de,12-03
2021-12-04,37040438,de,12-04
2021-12-05,40465479,de,12-05
2021-12-06,37019340,de,12-06
2021-12-07,35352865,de,12-07
2021-12-08,36094301,de,12-08
2021-12-09,34749993,de,12-09
2021-12-10,34177106,de,12-10
2021-12-11,34487512,de,12-11
2021-12-12,40521889,de,12-12
2021-12-13,37330774,de,12-13
2021-12-14,37047743,de,12-14
2021-12-15,36214286,de,12-15
2021-12-16,35118549,de,12-16
2021-12-17,33608364,de,12-17
2021-12-18,36678676,de,12-18
2021-12-19,40042063,de,12-19
2021-12-20,33956775,de,12-20
2021-12-21,32322896,de,12-21
2021-12-22,30826999,de,12-22
2021-12-23,30002590,de,12-23
2021-12-24,29822427,de,12-24
2021-12-25,38865732,de,12-25
2021-12-26,42178064,de,12-26
2021-12-27,37137976,de,12-27
2021-12-28,38333581,de,12-28
2021-12-29,38561301,de,12-29
2021-12-30,37637883,de,12-30
2021-12-31,35463343,de,12-31
2022-01-01,44040000,de,01-01
2015-07-01,36480802,es,07-01
2015-07-02,35825610,es,07-02
2015-07-03,33541219,es,07-03
2015-07-04,28942368,es,07-04
2015-07-05,32475309,es,07-05
2015-07-06,37999795,es,07-06
2015-07-07,37508086,es,07-07
2015-07-08,37648025,es,07-08
2015-07-09,36657964,es,07-09
2015-07-10,34053579,es,07-10
2015-07-11,30494335,es,07-11
2015-07-12,33748151,es,07-12
2015-07-13,38102021,es,07-13
2015-07-14,38269728,es,07-14
2015-07-15,37170696,es,07-15
2015-07-16,35954468,es,07-16
2015-07-17,34029953,es,07-17
2015-07-18,29446083,es,07-18
2015-07-19,32358129,es,07-19
2015-07-20,36140052,es,07-20
2015-07-21,36629235,es,07-21
2015-07-22,37934935,es,07-22
2015-07-23,35861402,es,07-23
2015-07-24,33020244,es,07-24
2015-07-25,29670511,es,07-25
2015-07-26,32351170,es,07-26
2015-07-27,37142720,es,07-27
2015-07-28,37747713,es,07-28
2015-07-29,38015796,es,07-29
2015-07-30,35793322,es,07-30
2015-07-31,33060266,es,07-31
2015-08-01,29652325,es,08-01
2015-08-02,31961891,es,08-02
2015-08-03,31672343,es,08-03
2015-08-04,37212122,es,08-04
2015-08-05,37037855,es,08-05
2015-08-06,36411248,es,08-06
2015-08-07,33839306,es,08-07
2015-08-08,31508232,es,08-08
2015-08-09,34561840,es,08-09
2015-08-10,35653748,es,08-10
2015-08-11,39902008,es,08-11
2015-08-12,40497891,es,08-12
2015-08-13,39894103,es,08-13
2015-08-14,35538108,es,08-14
2015-08-15,30961469,es,08-15
2015-08-16,33767705,es,08-16
2015-08-17,39909719,es,08-17
2015-08-18,42434607,es,08-18
2015-08-19,43294863,es,08-19
2015-08-20,42299809,es,08-20
2015-08-21,37831901,es,08-21
2015-08-22,32935432,es,08-22
2015-08-23,38753527,es,08-23
2015-08-24,44341451,es,08-24
2015-08-25,47251176,es,08-25
2015-08-26,48137158,es,08-26
2015-08-27,46217018,es,08-27
2015-08-28,40623636,es,08-28
2015-08-29,33765712,es,08-29
2015-08-30,39582869,es,08-30
2015-08-31,46200077,es,08-31
2015-09-01,47580431,es,09-01
2015-09-02,47344201,es,09-02
2015-09-03,46455329,es,09-03
2015-09-04,40532297,es,09-04
2015-09-05,35953762,es,09-05
2015-09-06,39763663,es,09-06
2015-09-07,47519364,es,09-07
2015-09-08,48158570,es,09-08
2015-09-09,47118646,es,09-09
2015-09-10,45412999,es,09-10
2015-09-11,39762215,es,09-11
2015-09-12,33903331,es,09-12
2015-09-13,38430271,es,09-13
2015-09-14,44994567,es,09-14
2015-09-15,43990396,es,09-15
2015-09-16,42971318,es,09-16
2015-09-17,46639393,es,09-17
2015-09-18,40504442,es,09-18
2015-09-19,34209975,es,09-19
2015-09-20,40263413,es,09-20
2015-09-21,47442596,es,09-21
2015-09-22,50511607,es,09-22
2015-09-23,48443944,es,09-23
2015-09-24,45785739,es,09-24
2015-09-25,39452116,es,09-25
2015-09-26,34747266,es,09-26
2015-09-27,40511929,es,09-27
2015-09-28,47403898,es,09-28
2015-09-29,48570174,es,09-29
2015-09-30,48379862,es,09-30
2015-10-01,46230643,es,10-01
2015-10-02,40355958,es,10-02
2015-10-03,34401354,es,10-03
2015-10-04,39542544,es,10-04
2015-10-05,46209459,es,10-05
2015-10-06,48854279,es,10-06
2015-10-07,47813464,es,10-07
2015-10-08,45120169,es,10-08
2015-10-09,39973541,es,10-09
2015-10-10,36906222,es,10-10
2015-10-11,40799430,es,10-11
2015-10-12,49175279,es,10-12
2015-10-13,50520915,es,10-13
2015-10-14,49807133,es,10-14
2015-10-15,48859507,es,10-15
2015-10-16,42154256,es,10-16
2015-10-17,36256222,es,10-17
2015-10-18,42905490,es,10-18
2015-10-19,49765440,es,10-19
2015-10-20,49754551,es,10-20
2015-10-21,50896180,es,10-21
2015-10-22,48629232,es,10-22
2015-10-23,42297931,es,10-23
2015-10-24,37136012,es,10-24
2015-10-25,42915188,es,10-25
2015-10-26,49224404,es,10-26
2015-10-27,50416721,es,10-27
2015-10-28,49080935,es,10-28
2015-10-29,46191625,es,10-29
2015-10-30,38770176,es,10-30
2015-10-31,33297327,es,10-31
2015-11-01,36969577,es,11-01
2015-11-02,44484184,es,11-02
2015-11-03,46549990,es,11-03
2015-11-04,49362845,es,11-04
2015-11-05,47579603,es,11-05
2015-11-06,41287805,es,11-06
2015-11-07,35034768,es,11-07
2015-11-08,41369341,es,11-08
2015-11-09,49185725,es,11-09
2015-11-10,50467147,es,11-10
2015-11-11,48577857,es,11-11
2015-11-12,47077866,es,11-12
2015-11-13,40277732,es,11-13
2015-11-14,34168017,es,11-14
2015-11-15,38084443,es,11-15
2015-11-16,45050700,es,11-16
2015-11-17,46904359,es,11-17
2015-11-18,47635307,es,11-18
2015-11-19,47034701,es,11-19
2015-11-20,39431270,es,11-20
2015-11-21,33490413,es,11-21
2015-11-22,40037372,es,11-22
2015-11-23,46521001,es,11-23
2015-11-24,47981766,es,11-24
2015-11-25,46092681,es,11-25
2015-11-26,43288900,es,11-26
2015-11-27,36954009,es,11-27
2015-11-28,32550978,es,11-28
2015-11-29,37257881,es,11-29
2015-11-30,42682219,es,11-30
2015-12-01,43135323,es,12-01
2015-12-02,41835754,es,12-02
2015-12-03,40211582,es,12-03
2015-12-04,34459489,es,12-04
2015-12-05,28754280,es,12-05
2015-12-06,32003179,es,12-06
2015-12-07,37358968,es,12-07
2015-12-08,38870986,es,12-08
2015-12-09,38506316,es,12-09
2015-12-10,37763266,es,12-10
2015-12-11,33057657,es,12-11
2015-12-12,28331376,es,12-12
2015-12-13,32913553,es,12-13
2015-12-14,36510510,es,12-14
2015-12-15,34916605,es,12-15
2015-12-16,33997948,es,12-16
2015-12-17,31565261,es,12-17
2015-12-18,27894794,es,12-18
2015-12-19,25749355,es,12-19
2015-12-20,28000349,es,12-20
2015-12-21,30074146,es,12-21
2015-12-22,27379105,es,12-22
2015-12-23,25963123,es,12-23
2015-12-24,22343235,es,12-24
2015-12-25,22065864,es,12-25
2015-12-26,26946254,es,12-26
2015-12-27,27969058,es,12-27
2015-12-28,30018044,es,12-28
2015-12-29,29669347,es,12-29
2015-12-30,27797332,es,12-30
2015-12-31,24291737,es,12-31
2016-01-01,24821264,es,01-01
2016-01-02,29305539,es,01-02
2016-01-03,31146470,es,01-03
2016-01-04,33962353,es,01-04
2016-01-05,33782136,es,01-05
2016-01-06,32739725,es,01-06
2016-01-07,34143283,es,01-07
2016-01-08,35970762,es,01-08
2016-01-09,33382936,es,01-09
2016-01-10,36924849,es,01-10
2016-01-11,42738152,es,01-11
2016-01-12,42468477,es,01-12
2016-01-13,41017283,es,01-13
2016-01-14,40669142,es,01-14
2016-01-15,38482041,es,01-15
2016-01-16,33698790,es,01-16
2016-01-17,35870541,es,01-17
2016-01-18,40573969,es,01-18
2016-01-19,42593722,es,01-19
2016-01-20,42456081,es,01-20
2016-01-21,42392066,es,01-21
2016-01-22,38561171,es,01-22
2016-01-23,33679333,es,01-23
2016-01-24,37631325,es,01-24
2016-01-25,43367616,es,01-25
2016-01-26,45356796,es,01-26
2016-01-27,46196545,es,01-27
2016-01-28,43884460,es,01-28
2016-01-29,37430443,es,01-29
2016-01-30,33506962,es,01-30
2016-01-31,39488723,es,01-31
2016-02-01,41567423,es,02-01
2016-02-02,44931424,es,02-02
2016-02-03,46015777,es,02-03
2016-02-04,44801226,es,02-04
2016-02-05,38868171,es,02-05
2016-02-06,35004124,es,02-06
2016-02-07,37266444,es,02-07
2016-02-08,43572861,es,02-08
2016-02-09,45933998,es,02-09
2016-02-10,49051446,es,02-10
2016-02-11,45223301,es,02-11
2016-02-12,39216067,es,02-12
2016-02-13,36310339,es,02-13
2016-02-14,40161244,es,02-14
2016-02-15,46035079,es,02-15
2016-02-16,48161874,es,02-16
2016-02-17,49110572,es,02-17
2016-02-18,48084177,es,02-18
2016-02-19,41056628,es,02-19
2016-02-20,35934107,es,02-20
2016-02-21,41701466,es,02-21
2016-02-22,46917684,es,02-22
2016-02-23,48712951,es,02-23
2016-02-24,48562080,es,02-24
2016-02-25,46803452,es,02-25
2016-02-26,40855542,es,02-26
2016-02-27,35713277,es,02-27
2016-02-28,41869775,es,02-28
2016-02-29,50461916,es,02-29
2016-03-01,49573707,es,03-01
2016-03-02,49593409,es,03-02
2016-03-03,48239964,es,03-03
2016-03-04,43551550,es,03-04
2016-03-05,38861533,es,03-05
2016-03-06,43956605,es,03-06
2016-03-07,48570007,es,03-07
2016-03-08,48351311,es,03-08
2016-03-09,48510809,es,03-09
2016-03-10,45383542,es,03-10
2016-03-11,40032345,es,03-11
2016-03-12,34863307,es,03-12
2016-03-13,40967256,es,03-13
2016-03-14,46597465,es,03-14
2016-03-15,49447374,es,03-15
2016-03-16,47812397,es,03-16
2016-03-17,44997676,es,03-17
2016-03-18,38844853,es,03-18
2016-03-19,33163133,es,03-19
2016-03-20,35257823,es,03-20
2016-03-21,38013465,es,03-21
2016-03-22,38352588,es,03-22
2016-03-23,35600573,es,03-23
2016-03-24,34019346,es,03-24
2016-03-25,36018268,es,03-25
2016-03-26,37302294,es,03-26
2016-03-27,40592025,es,03-27
2016-03-28,47071855,es,03-28
2016-03-29,45732832,es,03-29
2016-03-30,45924918,es,03-30
2016-03-31,45380837,es,03-31
2016-04-01,40096531,es,04-01
2016-04-02,35997786,es,04-02
2016-04-03,41321956,es,04-03
2016-04-04,47317539,es,04-04
2016-04-05,47632376,es,04-05
2016-04-06,49008388,es,04-06
2016-04-07,48326141,es,04-07
2016-04-08,41942767,es,04-08
2016-04-09,36065632,es,04-09
2016-04-10,43052040,es,04-10
2016-04-11,50397694,es,04-11
2016-04-12,49250090,es,04-12
2016-04-13,48011395,es,04-13
2016-04-14,48788977,es,04-14
2016-04-15,42485134,es,04-15
2016-04-16,35596798,es,04-16
2016-04-17,41152684,es,04-17
2016-04-18,47570993,es,04-18
2016-04-19,49035303,es,04-19
2016-04-20,48711196,es,04-20
2016-04-21,47595340,es,04-21
2016-04-22,41664222,es,04-22
2016-04-23,36937926,es,04-23
2016-04-24,42461651,es,04-24
2016-04-25,47551385,es,04-25
2016-04-26,48156068,es,04-26
2016-04-27,48294189,es,04-27
2016-04-28,45814098,es,04-28
2016-04-29,39577376,es,04-29
2016-04-30,33612808,es,04-30
2016-05-01,38878101,es,05-01
2016-05-02,46076734,es,05-02
2016-05-03,47082589,es,05-03
2016-05-04,46627916,es,05-04
2016-05-05,45289178,es,05-05
2016-05-06,41375435,es,05-06
2016-05-07,37194352,es,05-07
2016-05-08,40295353,es,05-08
2016-05-09,46628178,es,05-09
2016-05-10,48168534,es,05-10
2016-05-11,50041731,es,05-11
2016-05-12,49244364,es,05-12
2016-05-13,39874343,es,05-13
2016-05-14,35429485,es,05-14
2016-05-15,42003592,es,05-15
2016-05-16,47844893,es,05-16
2016-05-17,48630594,es,05-17
2016-05-18,49841908,es,05-18
2016-05-19,46926314,es,05-19
2016-05-20,41732400,es,05-20
2016-05-21,36572732,es,05-21
2016-05-22,42709996,es,05-22
2016-05-23,48726158,es,05-23
2016-05-24,48591408,es,05-24
2016-05-25,48432578,es,05-25
2016-05-26,45664786,es,05-26
2016-05-27,39094803,es,05-27
2016-05-28,35494767,es,05-28
2016-05-29,40667961,es,05-29
2016-05-30,47062238,es,05-30
2016-05-31,47471375,es,05-31
2016-06-01,49801748,es,06-01
2016-06-02,46227502,es,06-02
2016-06-03,39409706,es,06-03
2016-06-04,35576859,es,06-04
2016-06-05,40494893,es,06-05
2016-06-06,46505143,es,06-06
2016-06-07,45936881,es,06-07
2016-06-08,46223490,es,06-08
2016-06-09,44385833,es,06-09
2016-06-10,39031064,es,06-10
2016-06-11,33589082,es,06-11
2016-06-12,39622999,es,06-12
2016-06-13,43921599,es,06-13
2016-06-14,45030574,es,06-14
2016-06-15,45162113,es,06-15
2016-06-16,41482653,es,06-16
2016-06-17,36518179,es,06-17
2016-06-18,33266003,es,06-18
2016-06-19,34102170,es,06-19
2016-06-20,41502669,es,06-20
2016-06-21,42509883,es,06-21
2016-06-22,40119771,es,06-22
2016-06-23,38069588,es,06-23
2016-06-24,35738392,es,06-24
2016-06-25,32509033,es,06-25
2016-06-26,36105016,es,06-26
2016-06-27,39025675,es,06-27
2016-06-28,39928048,es,06-28
2016-06-29,38812307,es,06-29
2016-06-30,36625105,es,06-30
2016-07-01,33324185,es,07-01
2016-07-02,31172751,es,07-02
2016-07-03,34150257,es,07-03
2016-07-04,37901973,es,07-04
2016-07-05,40329637,es,07-05
2016-07-06,37559372,es,07-06
2016-07-07,38661713,es,07-07
2016-07-08,32916882,es,07-08
2016-07-09,30536833,es,07-09
2016-07-10,36618255,es,07-10
2016-07-11,38554447,es,07-11
2016-07-12,37971569,es,07-12
2016-07-13,37449142,es,07-13
2016-07-14,36482796,es,07-14
2016-07-15,35225961,es,07-15
2016-07-16,29807888,es,07-16
2016-07-17,33177940,es,07-17
2016-07-18,37226528,es,07-18
2016-07-19,36317318,es,07-19
2016-07-20,35653989,es,07-20
2016-07-21,35336858,es,07-21
2016-07-22,33469748,es,07-22
2016-07-23,29934473,es,07-23
2016-07-24,32887370,es,07-24
2016-07-25,37312649,es,07-25
2016-07-26,37296541,es,07-26
2016-07-27,39061828,es,07-27
2016-07-28,36426457,es,07-28
2016-07-29,33670504,es,07-29
2016-07-30,32092016,es,07-30
2016-07-31,33013113,es,07-31
2016-08-01,36690825,es,08-01
2016-08-02,36782160,es,08-02
2016-08-03,37388697,es,08-03
2016-08-04,35892455,es,08-04
2016-08-05,33858776,es,08-05
2016-08-06,31239706,es,08-06
2016-08-07,33478785,es,08-07
2016-08-08,38766902,es,08-08
2016-08-09,39743707,es,08-09
2016-08-10,40633068,es,08-10
2016-08-11,39128868,es,08-11
2016-08-12,35350509,es,08-12
2016-08-13,31113825,es,08-13
2016-08-14,33126844,es,08-14
2016-08-15,39972501,es,08-15
2016-08-16,41121984,es,08-16
2016-08-17,41465513,es,08-17
2016-08-18,40724339,es,08-18
2016-08-19,37718944,es,08-19
2016-08-20,33246643,es,08-20
2016-08-21,37870568,es,08-21
2016-08-22,43171937,es,08-22
2016-08-23,44727656,es,08-23
2016-08-24,46488287,es,08-24
2016-08-25,46188858,es,08-25
2016-08-26,39844139,es,08-26
2016-08-27,34771684,es,08-27
2016-08-28,41328554,es,08-28
2016-08-29,47926058,es,08-29
2016-08-30,48680743,es,08-30
2016-08-31,48996719,es,08-31
2016-09-01,46557443,es,09-01
2016-09-02,39748715,es,09-02
2016-09-03,34540439,es,09-03
2016-09-04,41388631,es,09-04
2016-09-05,48048325,es,09-05
2016-09-06,48169721,es,09-06
2016-09-07,48244818,es,09-07
2016-09-08,46304459,es,09-08
2016-09-09,40553931,es,09-09
2016-09-10,33929637,es,09-10
2016-09-11,40367193,es,09-11
2016-09-12,46502903,es,09-12
2016-09-13,48581763,es,09-13
2016-09-14,44887229,es,09-14
2016-09-15,42374039,es,09-15
2016-09-16,36340360,es,09-16
2016-09-17,33946154,es,09-17
2016-09-18,38566387,es,09-18
2016-09-19,45506643,es,09-19
2016-09-20,47327028,es,09-20
2016-09-21,46979305,es,09-21
2016-09-22,46475701,es,09-22
2016-09-23,40766609,es,09-23
2016-09-24,34301758,es,09-24
2016-09-25,40312630,es,09-25
2016-09-26,47270619,es,09-26
2016-09-27,47515097,es,09-27
2016-09-28,47654713,es,09-28
2016-09-29,44986242,es,09-29
2016-09-30,38370907,es,09-30
2016-10-01,34231996,es,10-01
2016-10-02,39355463,es,10-02
2016-10-03,45958498,es,10-03
2016-10-04,47026052,es,10-04
2016-10-05,48201818,es,10-05
2016-10-06,45151244,es,10-06
2016-10-07,38979877,es,10-07
2016-10-08,33747789,es,10-08
2016-10-09,38763079,es,10-09
2016-10-10,44491539,es,10-10
2016-10-11,45934515,es,10-11
2016-10-12,47580806,es,10-12
2016-10-13,45327002,es,10-13
2016-10-14,39707781,es,10-14
2016-10-15,35253198,es,10-15
2016-10-16,40582169,es,10-16
2016-10-17,47100599,es,10-17
2016-10-18,48254141,es,10-18
2016-10-19,48501005,es,10-19
2016-10-20,46751321,es,10-20
2016-10-21,42005889,es,10-21
2016-10-22,36125393,es,10-22
2016-10-23,41636347,es,10-23
2016-10-24,47928389,es,10-24
2016-10-25,50129398,es,10-25
2016-10-26,47576269,es,10-26
2016-10-27,44147065,es,10-27
2016-10-28,38228556,es,10-28
2016-10-29,32496875,es,10-29
2016-10-30,37438690,es,10-30
2016-10-31,41778156,es,10-31
2016-11-01,42268612,es,11-01
2016-11-02,43069946,es,11-02
2016-11-03,44919354,es,11-03
2016-11-04,41305138,es,11-04
2016-11-05,36081479,es,11-05
2016-11-06,41566725,es,11-06
2016-11-07,47620154,es,11-07
2016-11-08,49423330,es,11-08
2016-11-09,52454977,es,11-09
2016-11-10,47535354,es,11-10
2016-11-11,41782521,es,11-11
2016-11-12,36911549,es,11-12
2016-11-13,42766117,es,11-13
2016-11-14,47888412,es,11-14
2016-11-15,50007369,es,11-15
2016-11-16,47666342,es,11-16
2016-11-17,45372175,es,11-17
2016-11-18,41412818,es,11-18
2016-11-19,35457591,es,11-19
2016-11-20,40385829,es,11-20
2016-11-21,45323233,es,11-21
2016-11-22,47692677,es,11-22
2016-11-23,47420946,es,11-23
2016-11-24,44623008,es,11-24
2016-11-25,38671589,es,11-25
2016-11-26,37829048,es,11-26
2016-11-27,43503823,es,11-27
2016-11-28,45532366,es,11-28
2016-11-29,48539670,es,11-29
2016-11-30,44725643,es,11-30
2016-12-01,42081458,es,12-01
2016-12-02,37761311,es,12-02
2016-12-03,31268072,es,12-03
2016-12-04,37119749,es,12-04
2016-12-05,40523423,es,12-05
2016-12-06,41390815,es,12-06
2016-12-07,38492760,es,12-07
2016-12-08,37662129,es,12-08
2016-12-09,35300279,es,12-09
2016-12-10,31474408,es,12-10
2016-12-11,34355187,es,12-11
2016-12-12,37258946,es,12-12
2016-12-13,36812967,es,12-13
2016-12-14,36885392,es,12-14
2016-12-15,36210345,es,12-15
2016-12-16,33612934,es,12-16
2016-12-17,30325163,es,12-17
2016-12-18,34655620,es,12-18
2016-12-19,38275433,es,12-19
2016-12-20,36445131,es,12-20
2016-12-21,35258840,es,12-21
2016-12-22,31445696,es,12-22
2016-12-23,30048916,es,12-23
2016-12-24,27310184,es,12-24
2016-12-25,28188382,es,12-25
2016-12-26,35282419,es,12-26
2016-12-27,34928148,es,12-27
2016-12-28,35266678,es,12-28
2016-12-29,33763845,es,12-29
2016-12-30,29710060,es,12-30
2016-12-31,28140367,es,12-31
2017-01-01,26185725,es,01-01
2017-01-02,38920142,es,01-02
2017-01-03,42576192,es,01-03
2017-01-04,35748098,es,01-04
2017-01-05,34786416,es,01-05
2017-01-06,32946809,es,01-06
2017-01-07,32464412,es,01-07
2017-01-08,35916948,es,01-08
2017-01-09,39151802,es,01-09
2017-01-10,40375068,es,01-10
2017-01-11,39730657,es,01-11
2017-01-12,41321918,es,01-12
2017-01-13,38844224,es,01-13
2017-01-14,36145304,es,01-14
2017-01-15,41715253,es,01-15
2017-01-16,42509869,es,01-16
2017-01-17,43407458,es,01-17
2017-01-18,44312599,es,01-18
2017-01-19,44576902,es,01-19
2017-01-20,41398087,es,01-20
2017-01-21,38185237,es,01-21
2017-01-22,42601141,es,01-22
2017-01-23,46349804,es,01-23
2017-01-24,50140409,es,01-24
2017-01-25,48832967,es,01-25
2017-01-26,47915671,es,01-26
2017-01-27,43091304,es,01-27
2017-01-28,41754651,es,01-28
2017-01-29,44096807,es,01-29
2017-01-30,48034279,es,01-30
2017-01-31,47280709,es,01-31
2017-02-01,49351932,es,02-01
2017-02-02,47541427,es,02-02
2017-02-03,44352511,es,02-03
2017-02-04,40289536,es,02-04
2017-02-05,44718800,es,02-05
2017-02-06,49688444,es,02-06
2017-02-07,50382043,es,02-07
2017-02-08,51631319,es,02-08
2017-02-09,50702361,es,02-09
2017-02-10,46664265,es,02-10
2017-02-11,41993238,es,02-11
2017-02-12,46839532,es,02-12
2017-02-13,50412937,es,02-13
2017-02-14,51200702,es,02-14
2017-02-15,52641798,es,02-15
2017-02-16,52311227,es,02-16
2017-02-17,49737308,es,02-17
2017-02-18,43319917,es,02-18
2017-02-19,46026986,es,02-19
2017-02-20,55760891,es,02-20
2017-02-21,58461193,es,02-21
2017-02-22,53055982,es,02-22
2017-02-23,50147557,es,02-23
2017-02-24,45425019,es,02-24
2017-02-25,39871999,es,02-25
2017-02-26,42160258,es,02-26
2017-02-27,46711204,es,02-27
2017-02-28,46814003,es,02-28
2017-03-01,48489028,es,03-01
2017-03-02,50868460,es,03-02
2017-03-03,43113645,es,03-03
2017-03-04,39007611,es,03-04
2017-03-05,43565574,es,03-05
2017-03-06,46843791,es,03-06
2017-03-07,50433847,es,03-07
2017-03-08,50606551,es,03-08
2017-03-09,48579152,es,03-09
2017-03-10,43426809,es,03-10
2017-03-11,38609207,es,03-11
2017-03-12,44532132,es,03-12
2017-03-13,48680622,es,03-13
2017-03-14,50279943,es,03-14
2017-03-15,51958947,es,03-15
2017-03-16,49275008,es,03-16
2017-03-17,43879686,es,03-17
2017-03-18,40182918,es,03-18
2017-03-19,43197011,es,03-19
2017-03-20,48126631,es,03-20
2017-03-21,49011292,es,03-21
2017-03-22,51017512,es,03-22
2017-03-23,49328640,es,03-23
2017-03-24,44247440,es,03-24
2017-03-25,40222998,es,03-25
2017-03-26,44516238,es,03-26
2017-03-27,48137030,es,03-27
2017-03-28,50022782,es,03-28
2017-03-29,50161427,es,03-29
2017-03-30,47975996,es,03-30
2017-03-31,42159223,es,03-31
2017-04-01,37909734,es,04-01
2017-04-02,43610333,es,04-02
2017-04-03,47166919,es,04-03
2017-04-04,46563325,es,04-04
2017-04-05,45733425,es,04-05
2017-04-06,44197489,es,04-06
2017-04-07,38644725,es,04-07
2017-04-08,32612650,es,04-08
2017-04-09,37159153,es,04-09
2017-04-10,39876227,es,04-10
2017-04-11,38889703,es,04-11
2017-04-12,36064218,es,04-12
2017-04-13,34472138,es,04-13
2017-04-14,35979677,es,04-14
2017-04-15,38973179,es,04-15
2017-04-16,39920330,es,04-16
2017-04-17,44891247,es,04-17
2017-04-18,44122432,es,04-18
2017-04-19,44864332,es,04-19
2017-04-20,43524277,es,04-20
2017-04-21,39971401,es,04-21
2017-04-22,36556305,es,04-22
2017-04-23,41677641,es,04-23
2017-04-24,47398280,es,04-24
2017-04-25,47937067,es,04-25
2017-04-26,48075249,es,04-26
2017-04-27,46192344,es,04-27
2017-04-28,39545266,es,04-28
2017-04-29,33245699,es,04-29
2017-04-30,36405213,es,04-30
2017-05-01,44164131,es,05-01
2017-05-02,47069715,es,05-02
2017-05-03,48225543,es,05-03
2017-05-04,46425740,es,05-04
2017-05-05,40040932,es,05-05
2017-05-06,36400705,es,05-06
2017-05-07,44068167,es,05-07
2017-05-08,48769450,es,05-08
2017-05-09,48037668,es,05-09
2017-05-10,44905492,es,05-10
2017-05-11,45879037,es,05-11
2017-05-12,41334949,es,05-12
2017-05-13,36297377,es,05-13
2017-05-14,38801681,es,05-14
2017-05-15,46105102,es,05-15
2017-05-16,47772021,es,05-16
2017-05-17,48767949,es,05-17
2017-05-18,48316273,es,05-18
2017-05-19,41884617,es,05-19
2017-05-20,37014708,es,05-20
2017-05-21,43069022,es,05-21
2017-05-22,48372844,es,05-22
2017-05-23,49664383,es,05-23
2017-05-24,47614971,es,05-24
2017-05-25,43730883,es,05-25
2017-05-26,38822808,es,05-26
2017-05-27,35503960,es,05-27
2017-05-28,40101404,es,05-28
2017-05-29,46241756,es,05-29
2017-05-30,46804184,es,05-30
2017-05-31,46904964,es,05-31
2017-06-01,44284448,es,06-01
2017-06-02,39394932,es,06-02
2017-06-03,34974500,es,06-03
2017-06-04,40154516,es,06-04
2017-06-05,45228330,es,06-05
2017-06-06,44725101,es,06-06
2017-06-07,44063665,es,06-07
2017-06-08,43284224,es,06-08
2017-06-09,39007805,es,06-09
2017-06-10,34505318,es,06-10
2017-06-11,39836041,es,06-11
2017-06-12,44796220,es,06-12
2017-06-13,44818471,es,06-13
2017-06-14,40529266,es,06-14
2017-06-15,39976557,es,06-15
2017-06-16,35079374,es,06-16
2017-06-17,30432805,es,06-17
2017-06-18,33459098,es,06-18
2017-06-19,39069993,es,06-19
2017-06-20,39639961,es,06-20
2017-06-21,39384543,es,06-21
2017-06-22,37880067,es,06-22
2017-06-23,34410418,es,06-23
2017-06-24,30951241,es,06-24
2017-06-25,34832590,es,06-25
2017-06-26,39104914,es,06-26
2017-06-27,39426667,es,06-27
2017-06-28,39036087,es,06-28
2017-06-29,37096507,es,06-29
2017-06-30,32986411,es,06-30
2017-07-01,29475140,es,07-01
2017-07-02,32782072,es,07-02
2017-07-03,36469622,es,07-03
2017-07-04,36317511,es,07-04
2017-07-05,36084717,es,07-05
2017-07-06,35075261,es,07-06
2017-07-07,32185154,es,07-07
2017-07-08,29093523,es,07-08
2017-07-09,32502159,es,07-09
2017-07-10,36370377,es,07-10
2017-07-11,36085591,es,07-11
2017-07-12,35649853,es,07-12
2017-07-13,34897130,es,07-13
2017-07-14,32250196,es,07-14
2017-07-15,30517825,es,07-15
2017-07-16,30624771,es,07-16
2017-07-17,34617039,es,07-17
2017-07-18,34958666,es,07-18
2017-07-19,33632257,es,07-19
2017-07-20,33305835,es,07-20
2017-07-21,32308911,es,07-21
2017-07-22,29076396,es,07-22
2017-07-23,31995118,es,07-23
2017-07-24,35031438,es,07-24
2017-07-25,35529262,es,07-25
2017-07-26,35260777,es,07-26
2017-07-27,34964568,es,07-27
2017-07-28,32493439,es,07-28
2017-07-29,29672429,es,07-29
2017-07-30,33063139,es,07-30
2017-07-31,35468349,es,07-31
2017-08-01,35381880,es,08-01
2017-08-02,35217473,es,08-02
